source,target
Saint Lucia,United Arab Emirates
Lithuania,United Arab Emirates
North Korea,United Arab Emirates
Colombia,United Arab Emirates
Pakistan,United Arab Emirates
Japan,United Arab Emirates
Grenada,United Arab Emirates
Burkina Faso,United Arab Emirates
Wales,United Arab Emirates
North America,United Arab Emirates
Cote d'Ivoire,United Arab Emirates
Central African Republic,United Arab Emirates
Yemen,United Arab Emirates
High-income,United Arab Emirates
United States Virgin Islands,United Arab Emirates
Tropical Latin America,United Arab Emirates
Tunisia,United Arab Emirates
Morocco,United Arab Emirates
Bahamas,United Arab Emirates
Honduras,United Arab Emirates
Central Asia,United Arab Emirates
Ireland,United Arab Emirates
Tanzania,United Arab Emirates
New Zealand,United Arab Emirates
Spain,United Arab Emirates
Sudan,United Arab Emirates
Cyprus,United Arab Emirates
Palestine,United Arab Emirates
Tonga,United Arab Emirates
North Africa and Middle East,United Arab Emirates
Montenegro,United Arab Emirates
Somalia,United Arab Emirates
Belarus,United Arab Emirates
Dominica,United Arab Emirates
Afghanistan,United Arab Emirates
Kiribati,United Arab Emirates
Saudi Arabia,United Arab Emirates
Nicaragua,United Arab Emirates
Turkmenistan,United Arab Emirates
Argentina,United Arab Emirates
Malaysia,United Arab Emirates
Suriname,United Arab Emirates
Syria,United Arab Emirates
Niger,United Arab Emirates
American Samoa,United Arab Emirates
Central Sub-Saharan Africa,United Arab Emirates
Mali,United Arab Emirates
Mongolia,United Arab Emirates
Nigeria,United Arab Emirates
Bahrain,United Arab Emirates
High SDI,United Arab Emirates
Macedonia,United Arab Emirates
Egypt,United Arab Emirates
Lebanon,United Arab Emirates
Uganda,United Arab Emirates
Democratic Republic of Congo,United Arab Emirates
Romania,United Arab Emirates
Bolivia,United Arab Emirates
Gabon,United Arab Emirates
Greece,United Arab Emirates
Malta,United Arab Emirates
Eastern Europe,United Arab Emirates
Malawi,United Arab Emirates
Iran,United Arab Emirates
Oman,United Arab Emirates
Barbados,United Arab Emirates
Kenya,United Arab Emirates
Djibouti,United Arab Emirates
Spain,Suriname
Malaysia,Suriname
Saint Lucia,Suriname
North America,Suriname
Dominica,Suriname
Mauritania,Suriname
Brazil,Suriname
Djibouti,Suriname
Honduras,Suriname
Colombia,Suriname
Latin America and Caribbean,Suriname
Tunisia,Suriname
Guinea-Bissau,Suriname
Andean Latin America,Suriname
Bahrain,Suriname
Yemen,Suriname
Mali,Suriname
Senegal,Suriname
Algeria,Suriname
Uganda,Suriname
New Zealand,Suriname
Oman,Suriname
Lebanon,Suriname
Egypt,Suriname
Japan,Suriname
Iran,Suriname
Fiji,Suriname
Western Sub-Saharan Africa,Suriname
Morocco,Suriname
Turkey,Suriname
Grenada,Suriname
Northern Ireland,Suriname
Turkmenistan,Suriname
Northern Mariana Islands,Suriname
Central Sub-Saharan Africa,Suriname
Tajikistan,Suriname
Peru,Suriname
Saudi Arabia,Suriname
Kenya,Suriname
Burkina Faso,Suriname
United States Virgin Islands,Suriname
North Korea,Suriname
Argentina,Suriname
Mongolia,Suriname
Kiribati,Suriname
Saint Vincent and the Grenadines,Suriname
North Africa and Middle East,Suriname
Lithuania,Suriname
American Samoa,Suriname
Syria,Suriname
Democratic Republic of Congo,Suriname
Bolivia,Suriname
Niger,Suriname
Romania,Suriname
Bahamas,Suriname
Cyprus,Suriname
Nigeria,Suriname
Central Asia,Suriname
Pakistan,Suriname
Panama,Suriname
Malta,Suriname
Tropical Latin America,Suriname
Afghanistan,Suriname
Central African Republic,Suriname
South Sudan,Suriname
Montenegro,Suriname
Gabon,Suriname
High-income,Suriname
Netherlands,Suriname
Wales,Suriname
Tonga,Suriname
Kuwait,Suriname
Eastern Europe,Suriname
Indonesia,Suriname
Cote d'Ivoire,Suriname
Uzbekistan,Suriname
Palestine,Suriname
Nicaragua,Suriname
Belarus,Suriname
Malawi,Suriname
Somalia,Suriname
Macedonia,Suriname
Benin,Suriname
Australasia,Suriname
Barbados,Suriname
Australia,Suriname
Greece,Suriname
Sudan,Suriname
Tanzania,Suriname
High SDI,Suriname
Ireland,Suriname
Poland,Suriname
Antigua and Barbuda,Suriname
South Sudan,Argentina
Turkmenistan,Argentina
Tajikistan,Argentina
Panama,Argentina
Gabon,Argentina
Eastern Europe,Argentina
Niger,Argentina
Brazil,Argentina
Central African Republic,Argentina
Andean Latin America,Argentina
Turkey,Argentina
Djibouti,Argentina
Tonga,Argentina
Kiribati,Argentina
Bolivia,Argentina
Mongolia,Argentina
Northern Ireland,Argentina
Scotland,Argentina
Kenya,Argentina
Spain,Argentina
Tanzania,Argentina
Bahrain,Argentina
North Korea,Argentina
Japan,Argentina
Sudan,Argentina
Oman,Argentina
Palestine,Argentina
Nigeria,Argentina
Israel,Argentina
Poland,Argentina
Wales,Argentina
Ireland,Argentina
Cote d'Ivoire,Argentina
Romania,Argentina
Colombia,Argentina
Bahamas,Argentina
Pakistan,Argentina
Saint Vincent and the Grenadines,Argentina
High SDI,Argentina
Burkina Faso,Argentina
Tropical Latin America,Argentina
Democratic Republic of Congo,Argentina
Indonesia,Argentina
Peru,Argentina
Central Sub-Saharan Africa,Argentina
Fiji,Argentina
Iran,Argentina
Grenada,Argentina
Morocco,Argentina
Malawi,Argentina
New Zealand,Argentina
Lebanon,Argentina
American Samoa,Argentina
Yemen,Argentina
Kuwait,Argentina
North Africa and Middle East,Argentina
Honduras,Argentina
Australasia,Argentina
Western Sub-Saharan Africa,Argentina
Malaysia,Argentina
Uganda,Argentina
Somalia,Argentina
Egypt,Argentina
Syria,Argentina
North America,Argentina
Central Asia,Argentina
Saint Lucia,Argentina
Barbados,Argentina
Benin,Argentina
Dominica,Argentina
Macedonia,Argentina
Australia,Argentina
Montenegro,Argentina
Nicaragua,Argentina
Saudi Arabia,Argentina
Antigua and Barbuda,Argentina
Belarus,Argentina
Northern Mariana Islands,Argentina
High-income,Argentina
Latin America and Caribbean,Argentina
Afghanistan,Argentina
Uzbekistan,Argentina
Algeria,Argentina
Guinea-Bissau,Argentina
Mauritania,Argentina
Lithuania,Argentina
United States Virgin Islands,Argentina
Senegal,Argentina
Malta,Argentina
Greece,Argentina
Netherlands,Argentina
Cyprus,Argentina
Tunisia,Argentina
Mali,Argentina
United States Virgin Islands,Benin
Barbados,Benin
Australasia,Benin
Lebanon,Benin
Oman,Benin
American Samoa,Benin
Colombia,Benin
Central African Republic,Benin
Bahrain,Benin
Djibouti,Benin
Antigua and Barbuda,Benin
Niger,Benin
Grenada,Benin
Turkey,Benin
Cyprus,Benin
Tajikistan,Benin
Iran,Benin
Sudan,Benin
Malta,Benin
Bolivia,Benin
Dominica,Benin
Kiribati,Benin
Tunisia,Benin
Eastern Europe,Benin
Panama,Benin
Mongolia,Benin
Mali,Benin
Gabon,Benin
Tropical Latin America,Benin
Tanzania,Benin
North America,Benin
Democratic Republic of Congo,Benin
Japan,Benin
Central Sub-Saharan Africa,Benin
Uganda,Benin
Yemen,Benin
Belarus,Benin
Greece,Benin
Poland,Benin
Macedonia,Benin
Senegal,Benin
United Kingdom,Benin
North Korea,Benin
Central Asia,Benin
Malawi,Benin
Uzbekistan,Benin
Western Sub-Saharan Africa,Benin
Peru,Benin
Saint Lucia,Benin
Cote d'Ivoire,Benin
Indonesia,Benin
High-income,Benin
Afghanistan,Benin
Egypt,Benin
Honduras,Benin
New Zealand,Benin
High SDI,Benin
Ireland,Benin
Israel,Benin
Tonga,Benin
Australia,Benin
Northern Mariana Islands,Benin
Turkmenistan,Benin
South Sudan,Benin
Guinea-Bissau,Benin
Brazil,Benin
Netherlands,Benin
Spain,Benin
Mauritania,Benin
Scotland,Benin
Burkina Faso,Benin
Wales,Benin
Nicaragua,Benin
Northern Ireland,Benin
Kenya,Benin
Romania,Benin
Bahamas,Benin
Pakistan,Benin
Somalia,Benin
North Africa and Middle East,Benin
Lithuania,Benin
Andean Latin America,Benin
Saint Vincent and the Grenadines,Benin
Kuwait,Benin
Nigeria,Benin
Palestine,Benin
Syria,Benin
Malaysia,Benin
Latin America and Caribbean,Benin
Morocco,Benin
Algeria,Benin
Fiji,Benin
Saudi Arabia,Benin
Montenegro,Benin
Peru,Saint Vincent and the Grenadines
Niger,Saint Vincent and the Grenadines
Turkmenistan,Saint Vincent and the Grenadines
Mali,Saint Vincent and the Grenadines
Mongolia,Saint Vincent and the Grenadines
Afghanistan,Saint Vincent and the Grenadines
Central Sub-Saharan Africa,Saint Vincent and the Grenadines
Lebanon,Saint Vincent and the Grenadines
Northern Ireland,Saint Vincent and the Grenadines
High SDI,Saint Vincent and the Grenadines
Djibouti,Saint Vincent and the Grenadines
Egypt,Saint Vincent and the Grenadines
Guinea-Bissau,Saint Vincent and the Grenadines
Tunisia,Saint Vincent and the Grenadines
Grenada,Saint Vincent and the Grenadines
Malaysia,Saint Vincent and the Grenadines
Nicaragua,Saint Vincent and the Grenadines
England,Saint Vincent and the Grenadines
Democratic Republic of Congo,Saint Vincent and the Grenadines
Pakistan,Saint Vincent and the Grenadines
Kuwait,Saint Vincent and the Grenadines
Iran,Saint Vincent and the Grenadines
Turkey,Saint Vincent and the Grenadines
United States Virgin Islands,Saint Vincent and the Grenadines
Tanzania,Saint Vincent and the Grenadines
Saudi Arabia,Saint Vincent and the Grenadines
American Samoa,Saint Vincent and the Grenadines
Colombia,Saint Vincent and the Grenadines
Cyprus,Saint Vincent and the Grenadines
United Kingdom,Saint Vincent and the Grenadines
Saint Lucia,Saint Vincent and the Grenadines
Tropical Latin America,Saint Vincent and the Grenadines
Scotland,Saint Vincent and the Grenadines
Yemen,Saint Vincent and the Grenadines
New Zealand,Saint Vincent and the Grenadines
Burkina Faso,Saint Vincent and the Grenadines
Honduras,Saint Vincent and the Grenadines
Central African Republic,Saint Vincent and the Grenadines
Central Asia,Saint Vincent and the Grenadines
Syria,Saint Vincent and the Grenadines
Antigua and Barbuda,Saint Vincent and the Grenadines
Bahrain,Saint Vincent and the Grenadines
Romania,Saint Vincent and the Grenadines
Malawi,Saint Vincent and the Grenadines
Sudan,Saint Vincent and the Grenadines
Tajikistan,Saint Vincent and the Grenadines
Somalia,Saint Vincent and the Grenadines
North Africa and Middle East,Saint Vincent and the Grenadines
Malta,Saint Vincent and the Grenadines
Barbados,Saint Vincent and the Grenadines
Kenya,Saint Vincent and the Grenadines
Lithuania,Saint Vincent and the Grenadines
Gabon,Saint Vincent and the Grenadines
Cambodia,Saint Vincent and the Grenadines
Kiribati,Saint Vincent and the Grenadines
Morocco,Saint Vincent and the Grenadines
Wales,Saint Vincent and the Grenadines
Australia,Saint Vincent and the Grenadines
Macedonia,Saint Vincent and the Grenadines
Belarus,Saint Vincent and the Grenadines
Eastern Europe,Saint Vincent and the Grenadines
Montenegro,Saint Vincent and the Grenadines
Northern Mariana Islands,Saint Vincent and the Grenadines
Nigeria,Saint Vincent and the Grenadines
Tonga,Saint Vincent and the Grenadines
Australasia,Saint Vincent and the Grenadines
North America,Saint Vincent and the Grenadines
Cote d'Ivoire,Saint Vincent and the Grenadines
Ireland,Saint Vincent and the Grenadines
Netherlands,Saint Vincent and the Grenadines
Andean Latin America,Saint Vincent and the Grenadines
Bolivia,Saint Vincent and the Grenadines
Algeria,Saint Vincent and the Grenadines
Latin America and Caribbean,Saint Vincent and the Grenadines
Panama,Saint Vincent and the Grenadines
Poland,Saint Vincent and the Grenadines
Fiji,Saint Vincent and the Grenadines
Western Sub-Saharan Africa,Saint Vincent and the Grenadines
Israel,Saint Vincent and the Grenadines
Senegal,Saint Vincent and the Grenadines
Bahamas,Saint Vincent and the Grenadines
Uzbekistan,Saint Vincent and the Grenadines
Spain,Saint Vincent and the Grenadines
Indonesia,Saint Vincent and the Grenadines
South Sudan,Saint Vincent and the Grenadines
Japan,Saint Vincent and the Grenadines
Uganda,Saint Vincent and the Grenadines
Palestine,Saint Vincent and the Grenadines
High-income,Saint Vincent and the Grenadines
Vietnam,Saint Vincent and the Grenadines
Oman,Saint Vincent and the Grenadines
Dominica,Saint Vincent and the Grenadines
Greece,Saint Vincent and the Grenadines
North Korea,Saint Vincent and the Grenadines
Brazil,Saint Vincent and the Grenadines
Mauritania,Saint Vincent and the Grenadines
Central African Republic,Saudi Arabia
Antigua and Barbuda,Saudi Arabia
North Africa and Middle East,Saudi Arabia
Kiribati,Saudi Arabia
Mali,Saudi Arabia
Oman,Saudi Arabia
Australasia,Saudi Arabia
Romania,Saudi Arabia
Mongolia,Saudi Arabia
Fiji,Saudi Arabia
Belarus,Saudi Arabia
Turkey,Saudi Arabia
Guinea-Bissau,Saudi Arabia
Scotland,Saudi Arabia
Turkmenistan,Saudi Arabia
Gabon,Saudi Arabia
Brazil,Saudi Arabia
Montenegro,Saudi Arabia
Andean Latin America,Saudi Arabia
England,Saudi Arabia
Lebanon,Saudi Arabia
Bahamas,Saudi Arabia
Greece,Saudi Arabia
Colombia,Saudi Arabia
Western Sub-Saharan Africa,Saudi Arabia
Palestine,Saudi Arabia
Bolivia,Saudi Arabia
Tajikistan,Saudi Arabia
South Sudan,Saudi Arabia
High SDI,Saudi Arabia
Indonesia,Saudi Arabia
Afghanistan,Saudi Arabia
Central Asia,Saudi Arabia
Central Sub-Saharan Africa,Saudi Arabia
North Korea,Saudi Arabia
Niger,Saudi Arabia
Sudan,Saudi Arabia
Malawi,Saudi Arabia
Tropical Latin America,Saudi Arabia
Tanzania,Saudi Arabia
Morocco,Saudi Arabia
Egypt,Saudi Arabia
Cote d'Ivoire,Saudi Arabia
Uganda,Saudi Arabia
Vietnam,Saudi Arabia
Djibouti,Saudi Arabia
New Zealand,Saudi Arabia
High-income,Saudi Arabia
Tunisia,Saudi Arabia
Northern Mariana Islands,Saudi Arabia
Macedonia,Saudi Arabia
Senegal,Saudi Arabia
Syria,Saudi Arabia
American Samoa,Saudi Arabia
Burkina Faso,Saudi Arabia
Somalia,Saudi Arabia
Yemen,Saudi Arabia
Democratic Republic of Congo,Saudi Arabia
Malaysia,Saudi Arabia
Israel,Saudi Arabia
Panama,Saudi Arabia
Ireland,Saudi Arabia
Honduras,Saudi Arabia
Malta,Saudi Arabia
Tonga,Saudi Arabia
United States Virgin Islands,Saudi Arabia
Barbados,Saudi Arabia
Iran,Saudi Arabia
Poland,Saudi Arabia
Saint Lucia,Saudi Arabia
Peru,Saudi Arabia
Northern Ireland,Saudi Arabia
Nicaragua,Saudi Arabia
Bahrain,Saudi Arabia
Cyprus,Saudi Arabia
Netherlands,Saudi Arabia
Spain,Saudi Arabia
Kuwait,Saudi Arabia
Eastern Europe,Saudi Arabia
Algeria,Saudi Arabia
Japan,Saudi Arabia
Pakistan,Saudi Arabia
Latin America and Caribbean,Saudi Arabia
Cambodia,Saudi Arabia
Mauritania,Saudi Arabia
North America,Saudi Arabia
Kenya,Saudi Arabia
United Kingdom,Saudi Arabia
Wales,Saudi Arabia
Lithuania,Saudi Arabia
Dominica,Saudi Arabia
Nigeria,Saudi Arabia
Grenada,Saudi Arabia
Australia,Saudi Arabia
Uzbekistan,Saudi Arabia
Northern Mariana Islands,Colombia
Turkey,Colombia
Tajikistan,Colombia
Tunisia,Colombia
Turkmenistan,Colombia
United States Virgin Islands,Colombia
Eastern Europe,Colombia
Afghanistan,Colombia
North Korea,Colombia
Sub-Saharan Africa,Colombia
Sudan,Colombia
Brazil,Colombia
Malawi,Colombia
Morocco,Colombia
Yemen,Colombia
Somalia,Colombia
Malta,Colombia
Honduras,Colombia
Barbados,Colombia
Pakistan,Colombia
Malaysia,Colombia
Senegal,Colombia
Antigua and Barbuda,Colombia
Netherlands,Colombia
Burkina Faso,Colombia
North Africa and Middle East,Colombia
Kuwait,Colombia
New Zealand,Colombia
Peru,Colombia
Scotland,Colombia
Andean Latin America,Colombia
Guinea-Bissau,Colombia
Poland,Colombia
United Kingdom,Colombia
Lithuania,Colombia
Grenada,Colombia
Mali,Colombia
High SDI,Colombia
Iran,Colombia
Kiribati,Colombia
Australia,Colombia
Kenya,Colombia
Uzbekistan,Colombia
Panama,Colombia
Bahamas,Colombia
Palestine,Colombia
Egypt,Colombia
Cambodia,Colombia
England,Colombia
Dominica,Colombia
Nigeria,Colombia
Latin America and Caribbean,Colombia
Vietnam,Colombia
Ireland,Colombia
Greece,Colombia
Macedonia,Colombia
Western Sub-Saharan Africa,Colombia
Central Sub-Saharan Africa,Colombia
Central African Republic,Colombia
Niger,Colombia
South Sudan,Colombia
Bolivia,Colombia
Mongolia,Colombia
North America,Colombia
Syria,Colombia
Oman,Colombia
Nicaragua,Colombia
Australasia,Colombia
Romania,Colombia
Saint Lucia,Colombia
Cote d'Ivoire,Colombia
Algeria,Colombia
Mauritania,Colombia
Montenegro,Colombia
Indonesia,Colombia
Wales,Colombia
Fiji,Colombia
American Samoa,Colombia
Spain,Colombia
Bahrain,Colombia
Tanzania,Colombia
Tonga,Colombia
Tropical Latin America,Colombia
Japan,Colombia
Gabon,Colombia
High-income,Colombia
Israel,Colombia
Cyprus,Colombia
Central Asia,Colombia
Uganda,Colombia
Lebanon,Colombia
Northern Ireland,Colombia
Djibouti,Colombia
Belarus,Colombia
Democratic Republic of Congo,Colombia
Antigua and Barbuda,Egypt
Kiribati,Egypt
Netherlands,Egypt
Andean Latin America,Egypt
Turkmenistan,Egypt
Belarus,Egypt
Palestine,Egypt
Tonga,Egypt
High-income,Egypt
Tanzania,Egypt
Gabon,Egypt
North Africa and Middle East,Egypt
Central Asia,Egypt
Uganda,Egypt
Syria,Egypt
Macedonia,Egypt
Central African Republic,Egypt
Nicaragua,Egypt
Bahrain,Egypt
Sub-Saharan Africa,Egypt
New Zealand,Egypt
Northern Ireland,Egypt
Morocco,Egypt
Romania,Egypt
Peru,Egypt
Iran,Egypt
Vietnam,Egypt
Australasia,Egypt
Lithuania,Egypt
Niger,Egypt
Tropical Latin America,Egypt
Malawi,Egypt
Cambodia,Egypt
Greece,Egypt
Brazil,Egypt
Democratic Republic of Congo,Egypt
Spain,Egypt
Djibouti,Egypt
Bolivia,Egypt
Western Sub-Saharan Africa,Egypt
North Korea,Egypt
Bahamas,Egypt
Eastern Europe,Egypt
Malaysia,Egypt
Wales,Egypt
Mali,Egypt
Tunisia,Egypt
Scotland,Egypt
High SDI,Egypt
Ireland,Egypt
Mauritania,Egypt
Cyprus,Egypt
North America,Egypt
Panama,Egypt
Guinea-Bissau,Egypt
Australia,Egypt
England,Egypt
Fiji,Egypt
Yemen,Egypt
Israel,Egypt
American Samoa,Egypt
Cote d'Ivoire,Egypt
Malta,Egypt
Montenegro,Egypt
Kenya,Egypt
Central Sub-Saharan Africa,Egypt
Burkina Faso,Egypt
Uzbekistan,Egypt
Mongolia,Egypt
Grenada,Egypt
Saint Lucia,Egypt
Lebanon,Egypt
Tajikistan,Egypt
Kuwait,Egypt
Indonesia,Egypt
United Kingdom,Egypt
Honduras,Egypt
Pakistan,Egypt
Algeria,Egypt
Sudan,Egypt
Northern Mariana Islands,Egypt
Barbados,Egypt
Poland,Egypt
Japan,Egypt
Oman,Egypt
Dominica,Egypt
Somalia,Egypt
Turkey,Egypt
Senegal,Egypt
Afghanistan,Egypt
Nigeria,Egypt
United States Virgin Islands,Egypt
Latin America and Caribbean,Egypt
South Sudan,Egypt
Northern Mariana Islands,North America
Lebanon,North America
Barbados,North America
New Zealand,North America
Democratic Republic of Congo,North America
Nigeria,North America
United Kingdom,North America
Afghanistan,North America
Grenada,North America
Eastern Europe,North America
Sudan,North America
Kuwait,North America
Somalia,North America
Tropical Latin America,North America
Antigua and Barbuda,North America
Mali,North America
Djibouti,North America
North Africa and Middle East,North America
Macedonia,North America
North Korea,North America
Iran,North America
Indonesia,North America
Yemen,North America
Ireland,North America
Turkey,North America
Burkina Faso,North America
Dominica,North America
Tanzania,North America
Lithuania,North America
Japan,North America
Niger,North America
Bahamas,North America
Gabon,North America
Western Sub-Saharan Africa,North America
Uzbekistan,North America
Panama,North America
Spain,North America
Australia,North America
Syria,North America
Turkmenistan,North America
Senegal,North America
Wales,North America
Kenya,North America
Mauritania,North America
Cyprus,North America
Tunisia,North America
Algeria,North America
Central African Republic,North America
Sub-Saharan Africa,North America
Cote d'Ivoire,North America
Central Sub-Saharan Africa,North America
Belarus,North America
Montenegro,North America
Poland,North America
Malawi,North America
Bahrain,North America
Australasia,North America
Saint Lucia,North America
Pakistan,North America
Oman,North America
Netherlands,North America
High-income,North America
Mongolia,North America
Latin America and Caribbean,North America
England,North America
Fiji,North America
South Sudan,North America
American Samoa,North America
Palestine,North America
Scotland,North America
United States Virgin Islands,North America
Andean Latin America,North America
Uganda,North America
Kiribati,North America
Israel,North America
High SDI,North America
Tonga,North America
Guinea-Bissau,North America
Bolivia,North America
Nicaragua,North America
Morocco,North America
Honduras,North America
Peru,North America
Brazil,North America
Malaysia,North America
Romania,North America
Vietnam,North America
Cambodia,North America
Central Asia,North America
Northern Ireland,North America
Greece,North America
Malta,North America
Tajikistan,North America
Sudan,Poland
Bolivia,Poland
Malawi,Poland
United States Virgin Islands,Poland
Cyprus,Poland
Mali,Poland
Kiribati,Poland
Lebanon,Poland
South Sudan,Poland
Netherlands,Poland
Bahamas,Poland
Honduras,Poland
Barbados,Poland
Australasia,Poland
New Zealand,Poland
Cambodia,Poland
North Korea,Poland
Antigua and Barbuda,Poland
Tonga,Poland
Morocco,Poland
Central Sub-Saharan Africa,Poland
Western Sub-Saharan Africa,Poland
Kuwait,Poland
Nicaragua,Poland
Uganda,Poland
Montenegro,Poland
Mauritania,Poland
Indonesia,Poland
North Africa and Middle East,Poland
Guinea-Bissau,Poland
Latin America and Caribbean,Poland
Peru,Poland
Tropical Latin America,Poland
Algeria,Poland
Somalia,Poland
Palestine,Poland
Andean Latin America,Poland
High-income,Poland
Syria,Poland
Lithuania,Poland
Tanzania,Poland
Turkey,Poland
Wales,Poland
Fiji,Poland
Tunisia,Poland
Tajikistan,Poland
American Samoa,Poland
Romania,Poland
Northern Ireland,Poland
Yemen,Poland
Japan,Poland
Malaysia,Poland
Central African Republic,Poland
Democratic Republic of Congo,Poland
Kenya,Poland
Greece,Poland
Niger,Poland
Grenada,Poland
Mongolia,Poland
Brazil,Poland
Gabon,Poland
Pakistan,Poland
United Kingdom,Poland
Spain,Poland
Scotland,Poland
Central Asia,Poland
Iran,Poland
Ireland,Poland
Bahrain,Poland
Burkina Faso,Poland
Israel,Poland
Senegal,Poland
Nigeria,Poland
Eastern Europe,Poland
Turkmenistan,Poland
Vietnam,Poland
Dominica,Poland
Belarus,Poland
Djibouti,Poland
Cote d'Ivoire,Poland
Panama,Poland
Australia,Poland
Oman,Poland
England,Poland
Northern Mariana Islands,Poland
Saint Lucia,Poland
Afghanistan,Poland
Sub-Saharan Africa,Poland
Malta,Poland
High SDI,Poland
Canada,Poland
Uzbekistan,Poland
Macedonia,Poland
Cambodia,Pakistan
Bermuda,Pakistan
Algeria,Pakistan
Senegal,Pakistan
Antigua and Barbuda,Pakistan
Grenada,Pakistan
Turkmenistan,Pakistan
United Kingdom,Pakistan
Wales,Pakistan
Sub-Saharan Africa,Pakistan
Kuwait,Pakistan
Syria,Pakistan
Nicaragua,Pakistan
Mauritania,Pakistan
Morocco,Pakistan
Saint Lucia,Pakistan
Northern Mariana Islands,Pakistan
Malta,Pakistan
Tunisia,Pakistan
Tropical Latin America,Pakistan
Latin America and Caribbean,Pakistan
Andean Latin America,Pakistan
High SDI,Pakistan
Bahrain,Pakistan
Indonesia,Pakistan
Bahamas,Pakistan
North Korea,Pakistan
Tanzania,Pakistan
Mongolia,Pakistan
Japan,Pakistan
Cote d'Ivoire,Pakistan
Cyprus,Pakistan
Guinea-Bissau,Pakistan
Turkey,Pakistan
Canada,Pakistan
Panama,Pakistan
Scotland,Pakistan
Greece,Pakistan
Western Sub-Saharan Africa,Pakistan
Uzbekistan,Pakistan
New Zealand,Pakistan
Democratic Republic of Congo,Pakistan
Malawi,Pakistan
Nigeria,Pakistan
Somalia,Pakistan
Spain,Pakistan
Lebanon,Pakistan
Oman,Pakistan
Montenegro,Pakistan
Barbados,Pakistan
Gabon,Pakistan
Macedonia,Pakistan
Central Asia,Pakistan
Burkina Faso,Pakistan
Netherlands,Pakistan
Romania,Pakistan
Kiribati,Pakistan
Northern Ireland,Pakistan
Lithuania,Pakistan
Dominica,Pakistan
Iran,Pakistan
Kenya,Pakistan
North Africa and Middle East,Pakistan
Central African Republic,Pakistan
Niger,Pakistan
South Sudan,Pakistan
Ireland,Pakistan
Peru,Pakistan
Brazil,Pakistan
Tajikistan,Pakistan
Eastern Europe,Pakistan
Honduras,Pakistan
Tonga,Pakistan
Afghanistan,Pakistan
Australasia,Pakistan
Vietnam,Pakistan
Australia,Pakistan
American Samoa,Pakistan
Djibouti,Pakistan
High-income,Pakistan
Fiji,Pakistan
Israel,Pakistan
Belarus,Pakistan
Yemen,Pakistan
Malaysia,Pakistan
Palestine,Pakistan
England,Pakistan
Bolivia,Pakistan
Uganda,Pakistan
United States Virgin Islands,Pakistan
Mali,Pakistan
Sudan,Pakistan
Central Sub-Saharan Africa,Pakistan
Malaysia,Cote d'Ivoire
North Africa and Middle East,Cote d'Ivoire
Eastern Europe,Cote d'Ivoire
Iran,Cote d'Ivoire
Mali,Cote d'Ivoire
Turkmenistan,Cote d'Ivoire
Ireland,Cote d'Ivoire
Montenegro,Cote d'Ivoire
Lebanon,Cote d'Ivoire
Antigua and Barbuda,Cote d'Ivoire
United Kingdom,Cote d'Ivoire
Malawi,Cote d'Ivoire
Tanzania,Cote d'Ivoire
Greece,Cote d'Ivoire
Kuwait,Cote d'Ivoire
Guinea-Bissau,Cote d'Ivoire
High-income,Cote d'Ivoire
Uzbekistan,Cote d'Ivoire
Latin America and Caribbean,Cote d'Ivoire
Oman,Cote d'Ivoire
Sub-Saharan Africa,Cote d'Ivoire
Central Asia,Cote d'Ivoire
Kiribati,Cote d'Ivoire
Bermuda,Cote d'Ivoire
Canada,Cote d'Ivoire
Malta,Cote d'Ivoire
Northern Mariana Islands,Cote d'Ivoire
Afghanistan,Cote d'Ivoire
Gabon,Cote d'Ivoire
Sudan,Cote d'Ivoire
Bahamas,Cote d'Ivoire
North Korea,Cote d'Ivoire
Brazil,Cote d'Ivoire
Tunisia,Cote d'Ivoire
Peru,Cote d'Ivoire
Wales,Cote d'Ivoire
Lithuania,Cote d'Ivoire
Nigeria,Cote d'Ivoire
Bahrain,Cote d'Ivoire
Romania,Cote d'Ivoire
Japan,Cote d'Ivoire
Mauritania,Cote d'Ivoire
Tropical Latin America,Cote d'Ivoire
Vietnam,Cote d'Ivoire
Australasia,Cote d'Ivoire
Saint Lucia,Cote d'Ivoire
Dominica,Cote d'Ivoire
Mongolia,Cote d'Ivoire
England,Cote d'Ivoire
Honduras,Cote d'Ivoire
Spain,Cote d'Ivoire
Kenya,Cote d'Ivoire
Nicaragua,Cote d'Ivoire
Djibouti,Cote d'Ivoire
Northern Ireland,Cote d'Ivoire
Cambodia,Cote d'Ivoire
Morocco,Cote d'Ivoire
Turkey,Cote d'Ivoire
Palestine,Cote d'Ivoire
Central African Republic,Cote d'Ivoire
Grenada,Cote d'Ivoire
Australia,Cote d'Ivoire
Andean Latin America,Cote d'Ivoire
United States Virgin Islands,Cote d'Ivoire
Tonga,Cote d'Ivoire
Panama,Cote d'Ivoire
Somalia,Cote d'Ivoire
Democratic Republic of Congo,Cote d'Ivoire
Macedonia,Cote d'Ivoire
Niger,Cote d'Ivoire
Tajikistan,Cote d'Ivoire
Algeria,Cote d'Ivoire
Western Sub-Saharan Africa,Cote d'Ivoire
High SDI,Cote d'Ivoire
Cyprus,Cote d'Ivoire
Belarus,Cote d'Ivoire
Israel,Cote d'Ivoire
Barbados,Cote d'Ivoire
Indonesia,Cote d'Ivoire
Netherlands,Cote d'Ivoire
Syria,Cote d'Ivoire
Bolivia,Cote d'Ivoire
