source,target
Thailand,Barbados
Guyana,Barbados
Iran,Barbados
Lebanon,Barbados
Bahrain,Barbados
Kiribati,Barbados
High-middle SDI,Barbados
Yemen,Barbados
High SDI,Barbados
High-income Asia Pacific,Barbados
Argentina,Barbados
United Kingdom,Barbados
Antigua and Barbuda,Barbados
Cambodia,Barbados
Brazil,Barbados
Hungary,Barbados
Denmark,Barbados
Laos,Barbados
Dominican Republic,Barbados
Sudan,Barbados
Fiji,Barbados
Spain,Barbados
Palestine,Barbados
Saint Vincent and the Grenadines,Barbados
Bosnia and Herzegovina,Barbados
North Korea,Barbados
Southern Latin America,Barbados
Taiwan,Barbados
Malawi,Barbados
Luxembourg,Barbados
Philippines,Barbados
Albania,Barbados
Haiti,Barbados
Norway,Barbados
North Africa and Middle East,Barbados
United Arab Emirates,Barbados
Northern Ireland,Barbados
Ecuador,Barbados
Chile,Barbados
Tonga,Barbados
Germany,Barbados
Canada,Barbados
Estonia,Belarus
Israel,Belarus
India,Belarus
Tajikistan,Belarus
Mozambique,Belarus
Singapore,Belarus
Georgia,Belarus
Eastern Europe,Belarus
Timor,Belarus
Cape Verde,Belarus
Lithuania,Belarus
Mauritania,Belarus
Burundi,Belarus
Mongolia,Belarus
South Asia,Belarus
Mali,Belarus
Central Europe Eastern Europe and Central Asia,Belarus
Central Asia,Belarus
Eritrea,Belarus
Tanzania,Belarus
Angola,Belarus
Eastern Sub-Saharan Africa,Belarus
Kyrgyzstan,Belarus
Sao Tome and Principe,Belarus
Central Sub-Saharan Africa,Belarus
Southeast Asia East Asia and Oceania,Belarus
Ethiopia,Belarus
Rwanda,Belarus
South Sudan,Belarus
Russia,Belarus
Democratic Republic of Congo,Belarus
Sri Lanka,Belarus
Gabon,Belarus
El Salvador,Belarus
Moldova,Belarus
Low-middle SDI,Belarus
Somalia,Belarus
China,Belarus
Ghana,Belarus
Zimbabwe,Belarus
Papua New Guinea,Belarus
Guinea,Belarus
Mauritius,Belarus
Benin,Belarus
Maldives,Belarus
Senegal,Belarus
Cameroon,Belarus
Chad,Belarus
Nigeria,Belarus
Guatemala,Belarus
Liberia,Belarus
Morocco,Belarus
Armenia,Belarus
Low SDI,Belarus
Djibouti,Belarus
Congo,Belarus
Burkina Faso,Belarus
East Asia,Belarus
Ukraine,Belarus
Uzbekistan,Belarus
Lesotho,Belarus
Western Sub-Saharan Africa,Belarus
Latvia,Belarus
Central African Republic,Belarus
Togo,Belarus
Vietnam,Belarus
Niger,Belarus
Finland,Belarus
Turkmenistan,Belarus
Cote d'Ivoire,Belarus
Botswana,Belarus
Kenya,Belarus
Kazakhstan,Belarus
Equatorial Guinea,Belarus
Eswatini,Belarus
Guinea-Bissau,Belarus
Sub-Saharan Africa,Belarus
Greenland,Belarus
Madagascar,Belarus
Sierra Leone,Belarus
Guam,Belarus
Gambia,Belarus
Uganda,Belarus
Malta,Belgium
Palestine,Belgium
Croatia,Belgium
Albania,Belgium
Egypt,Belgium
Panama,Belgium
Bulgaria,Belgium
North Africa and Middle East,Belgium
Belize,Belgium
Southeast Asia,Belgium
New Zealand,Belgium
Seychelles,Belgium
Malaysia,Belgium
Laos,Belgium
Costa Rica,Belgium
Netherlands,Belgium
Nepal,Belgium
Ecuador,Belgium
Northern Ireland,Belgium
Honduras,Belgium
Middle SDI,Belgium
Tropical Latin America,Belgium
Austria,Belgium
Bahrain,Belgium
Japan,Belgium
Pakistan,Belgium
Slovakia,Belgium
Serbia,Belgium
Libya,Belgium
Hungary,Belgium
Sudan,Belgium
Western Europe,Belgium
Lebanon,Belgium
Nicaragua,Belgium
Grenada,Belgium
Azerbaijan,Belgium
Colombia,Belgium
Cuba,Belgium
North Macedonia,Belgium
Peru,Belgium
Brazil,Belgium
Norway,Belgium
Barbados,Belgium
North Korea,Belgium
Canada,Belgium
Andean Latin America,Belgium
Oman,Belgium
Iceland,Belgium
High-middle SDI,Belgium
United Kingdom,Belgium
Romania,Belgium
United States Virgin Islands,Belgium
Spain,Belgium
Uruguay,Belgium
Bosnia and Herzegovina,Belgium
Italy,Belgium
England,Belgium
Saudi Arabia,Belgium
Puerto Rico,Belgium
Germany,Belgium
Paraguay,Belgium
Algeria,Belgium
High-income Asia Pacific,Belgium
Poland,Belgium
High-income,Belgium
Caribbean,Belgium
Venezuela,Belgium
South Africa,Belgium
Kiribati,Belgium
Australia,Belgium
Solomon Islands,Belgium
Fiji,Belgium
Switzerland,Belgium
Syria,Belgium
American Samoa,Belgium
United States,Belgium
Dominican Republic,Belgium
Indonesia,Belgium
Bhutan,Belgium
Yemen,Belgium
Southern Latin America,Belgium
Slovenia,Belgium
South Korea,Belgium
Bolivia,Belgium
North America,Belgium
Malawi,Belgium
Chile,Belgium
Cambodia,Belgium
High SDI,Belgium
Cyprus,Belgium
Namibia,Belgium
Australasia,Belgium
Samoa,Belgium
Northern Mariana Islands,Belgium
World,Belgium
Myanmar,Belgium
Montenegro,Belgium
Marshall Islands,Belgium
United Arab Emirates,Belgium
Antigua and Barbuda,Belgium
Wales,Belgium
Argentina,Belgium
Bangladesh,Belgium
Jamaica,Belgium
Scotland,Belgium
Central Latin America,Belgium
Jordan,Belgium
Tonga,Belgium
Kuwait,Belgium
Denmark,Belgium
Saint Lucia,Belgium
Zambia,Belgium
Portugal,Belgium
Dominica,Belgium
France,Belgium
Micronesia (country),Belgium
Czechia,Belgium
Central Europe,Belgium
Bahamas,Belgium
Luxembourg,Belgium
Comoros,Belgium
Southern Sub-Saharan Africa,Belgium
Iraq,Belgium
Turkey,Belgium
Oceania,Belgium
Guyana,Belgium
Trinidad and Tobago,Belgium
Brunei,Belgium
Philippines,Belgium
Afghanistan,Belgium
Iran,Belgium
Tunisia,Belgium
Ireland,Belgium
Mexico,Belgium
Sweden,Belgium
Latin America and Caribbean,Belgium
Qatar,Belgium
Haiti,Belgium
Andorra,Belgium
Saint Vincent and the Grenadines,Belgium
Thailand,Belgium
Greece,Belgium
Suriname,Belgium
Bermuda,Belgium
Vanuatu,Belgium
Taiwan,Belgium
Yemen,Belize
Latin America and Caribbean,Belize
Ireland,Belize
Syria,Belize
Andorra,Belize
Oman,Belize
Nepal,Belize
Brazil,Belize
United States,Belize
Sudan,Belize
Spain,Belize
Southern Sub-Saharan Africa,Belize
Vanuatu,Belize
Antigua and Barbuda,Belize
Cambodia,Belize
Bhutan,Belize
Hungary,Belize
Myanmar,Belize
Solomon Islands,Belize
South Korea,Belize
Southern Latin America,Belize
Croatia,Belize
High SDI,Belize
Colombia,Belize
Malawi,Belize
Luxembourg,Belize
Panama,Belize
Paraguay,Belize
Romania,Belize
United States Virgin Islands,Belize
North Africa and Middle East,Belize
Sweden,Belize
South Africa,Belize
Tropical Latin America,Belize
Southeast Asia,Belize
Northern Ireland,Belize
Fiji,Belize
Afghanistan,Belize
Middle SDI,Belize
Haiti,Belize
North Korea,Belize
Serbia,Belize
Australia,Belize
Micronesia (country),Belize
Azerbaijan,Belize
Wales,Belize
Jamaica,Belize
Taiwan,Belize
Trinidad and Tobago,Belize
Malaysia,Belize
Scotland,Belize
Switzerland,Belize
Ecuador,Belize
Venezuela,Belize
Bangladesh,Belize
Bahamas,Belize
Jordan,Belize
Central Europe,Belize
Slovakia,Belize
Australasia,Belize
Seychelles,Belize
Netherlands,Belize
Dominica,Belize
Turkey,Belize
Namibia,Belize
Grenada,Belize
Uruguay,Belize
Guyana,Belize
Montenegro,Belize
Germany,Belize
Czechia,Belize
Dominican Republic,Belize
Central Latin America,Belize
Mexico,Belize
Tonga,Belize
Saudi Arabia,Belize
Puerto Rico,Belize
Argentina,Belize
Northern Mariana Islands,Belize
Malta,Belize
Portugal,Belize
Cyprus,Belize
Greece,Belize
Honduras,Belize
Palestine,Belize
American Samoa,Belize
Japan,Belize
Poland,Belize
Albania,Belize
Costa Rica,Belize
Saint Vincent and the Grenadines,Belize
Oceania,Belize
Pakistan,Belize
Austria,Belize
England,Belize
High-income Asia Pacific,Belize
North America,Belize
Egypt,Belize
Iran,Belize
Suriname,Belize
Libya,Belize
Slovenia,Belize
Samoa,Belize
Laos,Belize
Zambia,Belize
Tunisia,Belize
Canada,Belize
United Kingdom,Belize
Andean Latin America,Belize
Marshall Islands,Belize
Bosnia and Herzegovina,Belize
Saint Lucia,Belize
Qatar,Belize
World,Belize
Lebanon,Belize
Indonesia,Belize
Norway,Belize
Comoros,Belize
Belgium,Belize
Kiribati,Belize
North Macedonia,Belize
Peru,Belize
Italy,Belize
Bermuda,Belize
Bahrain,Belize
Nicaragua,Belize
Bolivia,Belize
Iceland,Belize
High-income,Belize
Brunei,Belize
High-middle SDI,Belize
Cuba,Belize
France,Belize
Caribbean,Belize
Iraq,Belize
United Arab Emirates,Belize
Thailand,Belize
Denmark,Belize
Philippines,Belize
Algeria,Belize
Barbados,Belize
Bulgaria,Belize
New Zealand,Belize
Kuwait,Belize
Chile,Belize
Western Europe,Belize
Cameroon,Benin
Moldova,Benin
Central Sub-Saharan Africa,Benin
Mauritius,Benin
Latvia,Benin
Mali,Benin
India,Benin
East Asia,Benin
Eswatini,Benin
South Sudan,Benin
Rwanda,Benin
Botswana,Benin
Morocco,Benin
Central African Republic,Benin
South Asia,Benin
Eastern Sub-Saharan Africa,Benin
Chad,Benin
Cote d'Ivoire,Benin
Sub-Saharan Africa,Benin
Madagascar,Benin
Mozambique,Benin
China,Benin
Low SDI,Benin
Maldives,Benin
Mongolia,Benin
El Salvador,Benin
Equatorial Guinea,Benin
Uzbekistan,Benin
Kenya,Benin
Finland,Benin
Angola,Benin
Estonia,Benin
Belarus,Benin
Burundi,Benin
Timor,Benin
Tanzania,Benin
Guatemala,Benin
Burkina Faso,Benin
Guinea-Bissau,Benin
Western Sub-Saharan Africa,Benin
Greenland,Benin
Armenia,Benin
Papua New Guinea,Benin
Kyrgyzstan,Benin
Turkmenistan,Benin
Cape Verde,Benin
Lithuania,Benin
Sierra Leone,Benin
Ukraine,Benin
Kazakhstan,Benin
Gambia,Benin
Tajikistan,Benin
Central Asia,Benin
Israel,Benin
Guam,Benin
Democratic Republic of Congo,Benin
Eastern Europe,Benin
Nigeria,Benin
Central Europe Eastern Europe and Central Asia,Benin
Liberia,Benin
Georgia,Benin
Russia,Benin
Djibouti,Benin
Guinea,Benin
Somalia,Benin
Togo,Benin
Low-middle SDI,Benin
Zimbabwe,Benin
Eritrea,Benin
Ghana,Benin
Southeast Asia East Asia and Oceania,Benin
Vietnam,Benin
Niger,Benin
Mauritania,Benin
Uganda,Benin
Senegal,Benin
Gabon,Benin
Lesotho,Benin
Congo,Benin
Sri Lanka,Benin
Singapore,Benin
Ethiopia,Benin
Sao Tome and Principe,Benin
Malta,Bermuda
Turkey,Bermuda
Belize,Bermuda
Iran,Bermuda
Southeast Asia,Bermuda
Myanmar,Bermuda
Bulgaria,Bermuda
Costa Rica,Bermuda
Afghanistan,Bermuda
North Macedonia,Bermuda
Middle SDI,Bermuda
High-income,Bermuda
Jordan,Bermuda
Portugal,Bermuda
Puerto Rico,Bermuda
United Arab Emirates,Bermuda
Bahrain,Bermuda
South Korea,Bermuda
Malawi,Bermuda
Austria,Bermuda
Romania,Bermuda
Oman,Bermuda
Bosnia and Herzegovina,Bermuda
Libya,Bermuda
South Africa,Bermuda
Oceania,Bermuda
Sweden,Bermuda
United Kingdom,Bermuda
Algeria,Bermuda
Bhutan,Bermuda
Haiti,Bermuda
Tonga,Bermuda
Azerbaijan,Bermuda
Andorra,Bermuda
United States Virgin Islands,Bermuda
Philippines,Bermuda
Venezuela,Bermuda
Netherlands,Bermuda
Dominican Republic,Bermuda
High SDI,Bermuda
Slovakia,Bermuda
Egypt,Bermuda
Scotland,Bermuda
Honduras,Bermuda
Seychelles,Bermuda
Southern Sub-Saharan Africa,Bermuda
Brunei,Bermuda
Indonesia,Bermuda
Namibia,Bermuda
Paraguay,Bermuda
Guyana,Bermuda
Laos,Bermuda
Ireland,Bermuda
Wales,Bermuda
Zambia,Bermuda
Panama,Bermuda
Spain,Bermuda
Switzerland,Bermuda
Grenada,Bermuda
High-income Asia Pacific,Bermuda
Bangladesh,Bermuda
England,Bermuda
Solomon Islands,Bermuda
Colombia,Bermuda
Hungary,Bermuda
New Zealand,Bermuda
Argentina,Bermuda
Albania,Bermuda
Czechia,Bermuda
Croatia,Bermuda
Comoros,Bermuda
Belgium,Bermuda
Malaysia,Bermuda
Northern Mariana Islands,Bermuda
Latin America and Caribbean,Bermuda
Cambodia,Bermuda
Tunisia,Bermuda
France,Bermuda
World,Bermuda
Taiwan,Bermuda
North Korea,Bermuda
High-middle SDI,Bermuda
Peru,Bermuda
Samoa,Bermuda
United States,Bermuda
Bolivia,Bermuda
Uruguay,Bermuda
Marshall Islands,Bermuda
Thailand,Bermuda
Luxembourg,Bermuda
Australasia,Bermuda
Bahamas,Bermuda
Northern Ireland,Bermuda
Pakistan,Bermuda
Jamaica,Bermuda
Kuwait,Bermuda
Dominica,Bermuda
Saint Lucia,Bermuda
Qatar,Bermuda
Vanuatu,Bermuda
Cuba,Bermuda
Trinidad and Tobago,Bermuda
Iceland,Bermuda
Saudi Arabia,Bermuda
Chile,Bermuda
Central Latin America,Bermuda
Suriname,Bermuda
Ecuador,Bermuda
Fiji,Bermuda
Mexico,Bermuda
North America,Bermuda
Antigua and Barbuda,Bermuda
Slovenia,Bermuda
Nepal,Bermuda
Syria,Bermuda
Australia,Bermuda
Germany,Bermuda
North Africa and Middle East,Bermuda
Canada,Bermuda
Kiribati,Bermuda
Serbia,Bermuda
Greece,Bermuda
Micronesia (country),Bermuda
Palestine,Bermuda
Lebanon,Bermuda
Brazil,Bermuda
Sudan,Bermuda
Barbados,Bermuda
Nicaragua,Bermuda
Italy,Bermuda
Central Europe,Bermuda
American Samoa,Bermuda
Andean Latin America,Bermuda
Denmark,Bermuda
Caribbean,Bermuda
Iraq,Bermuda
Montenegro,Bermuda
Cyprus,Bermuda
Saint Vincent and the Grenadines,Bermuda
Western Europe,Bermuda
Japan,Bermuda
Yemen,Bermuda
Tropical Latin America,Bermuda
Southern Latin America,Bermuda
Norway,Bermuda
Poland,Bermuda
Bolivia,Bhutan
New Zealand,Bhutan
United Arab Emirates,Bhutan
England,Bhutan
Thailand,Bhutan
North Macedonia,Bhutan
Brazil,Bhutan
Sudan,Bhutan
Solomon Islands,Bhutan
Serbia,Bhutan
Luxembourg,Bhutan
Jordan,Bhutan
High SDI,Bhutan
Malawi,Bhutan
Scotland,Bhutan
Canada,Bhutan
Afghanistan,Bhutan
Romania,Bhutan
Honduras,Bhutan
Bermuda,Bhutan
Namibia,Bhutan
Qatar,Bhutan
Bahamas,Bhutan
Slovakia,Bhutan
Taiwan,Bhutan
Malaysia,Bhutan
Comoros,Bhutan
Bahrain,Bhutan
Seychelles,Bhutan
Denmark,Bhutan
Bosnia and Herzegovina,Bhutan
Switzerland,Bhutan
France,Bhutan
High-income Asia Pacific,Bhutan
Albania,Bhutan
Dominica,Bhutan
Fiji,Bhutan
Algeria,Bhutan
Micronesia (country),Bhutan
High-income,Bhutan
Marshall Islands,Bhutan
South Africa,Bhutan
Latin America and Caribbean,Bhutan
Malta,Bhutan
Southern Latin America,Bhutan
Saint Lucia,Bhutan
Sweden,Bhutan
Caribbean,Bhutan
Cambodia,Bhutan
Austria,Bhutan
Italy,Bhutan
Paraguay,Bhutan
Poland,Bhutan
Tonga,Bhutan
Dominican Republic,Bhutan
Czechia,Bhutan
Nepal,Bhutan
Kuwait,Bhutan
Venezuela,Bhutan
Chile,Bhutan
Iraq,Bhutan
United Kingdom,Bhutan
Pakistan,Bhutan
Puerto Rico,Bhutan
Mexico,Bhutan
Southern Sub-Saharan Africa,Bhutan
American Samoa,Bhutan
Costa Rica,Bhutan
Laos,Bhutan
Syria,Bhutan
Trinidad and Tobago,Bhutan
Oceania,Bhutan
Argentina,Bhutan
Andorra,Bhutan
Tunisia,Bhutan
Antigua and Barbuda,Bhutan
Palestine,Bhutan
Bangladesh,Bhutan
Northern Ireland,Bhutan
Bulgaria,Bhutan
Cyprus,Bhutan
Andean Latin America,Bhutan
North Korea,Bhutan
Suriname,Bhutan
Samoa,Bhutan
Haiti,Bhutan
Lebanon,Bhutan
Nicaragua,Bhutan
Hungary,Bhutan
Greece,Bhutan
Barbados,Bhutan
Vanuatu,Bhutan
Egypt,Bhutan
Uruguay,Bhutan
Belize,Bhutan
Azerbaijan,Bhutan
Iceland,Bhutan
Wales,Bhutan
Guyana,Bhutan
Saint Vincent and the Grenadines,Bhutan
Libya,Bhutan
United States Virgin Islands,Bhutan
Croatia,Bhutan
Portugal,Bhutan
Peru,Bhutan
Japan,Bhutan
Iran,Bhutan
Panama,Bhutan
Kiribati,Bhutan
Colombia,Bhutan
World,Bhutan
North Africa and Middle East,Bhutan
Ecuador,Bhutan
High-middle SDI,Bhutan
Oman,Bhutan
Central Latin America,Bhutan
Norway,Bhutan
South Korea,Bhutan
Philippines,Bhutan
Slovenia,Bhutan
Australia,Bhutan
North America,Bhutan
Western Europe,Bhutan
Tropical Latin America,Bhutan
Australasia,Bhutan
Grenada,Bhutan
Spain,Bhutan
Ireland,Bhutan
Brunei,Bhutan
Cuba,Bhutan
Germany,Bhutan
Myanmar,Bhutan
Northern Mariana Islands,Bhutan
Turkey,Bhutan
Belgium,Bhutan
United States,Bhutan
Indonesia,Bhutan
Yemen,Bhutan
Jamaica,Bhutan
Middle SDI,Bhutan
Netherlands,Bhutan
Montenegro,Bhutan
Saudi Arabia,Bhutan
Southeast Asia,Bhutan
Central Europe,Bhutan
Zambia,Bhutan
Ecuador,Bolivia
Malaysia,Bolivia
Slovakia,Bolivia
High-middle SDI,Bolivia
Brazil,Bolivia
Namibia,Bolivia
United States,Bolivia
Spain,Bolivia
Sweden,Bolivia
Germany,Bolivia
High-income Asia Pacific,Bolivia
Poland,Bolivia
Kuwait,Bolivia
Western Europe,Bolivia
Serbia,Bolivia
Philippines,Bolivia
Palestine,Bolivia
Romania,Bolivia
Laos,Bolivia
North America,Bolivia
Belgium,Bolivia
Pakistan,Bolivia
Nepal,Bolivia
Barbados,Bolivia
Australia,Bolivia
Bhutan,Bolivia
South Korea,Bolivia
High SDI,Bolivia
Yemen,Bolivia
Australasia,Bolivia
Micronesia (country),Bolivia
Peru,Bolivia
Iraq,Bolivia
Solomon Islands,Bolivia
Italy,Bolivia
Tonga,Bolivia
Andorra,Bolivia
Austria,Bolivia
Afghanistan,Bolivia
Cuba,Bolivia
Colombia,Bolivia
Comoros,Bolivia
Malawi,Bolivia
Scotland,Bolivia
Marshall Islands,Bolivia
England,Bolivia
Vanuatu,Bolivia
Jamaica,Bolivia
Costa Rica,Bolivia
Egypt,Bolivia
Latin America and Caribbean,Bolivia
Albania,Bolivia
Turkey,Bolivia
Kiribati,Bolivia
United Arab Emirates,Bolivia
Bulgaria,Bolivia
Argentina,Bolivia
Chile,Bolivia
Zambia,Bolivia
Bahrain,Bolivia
Nicaragua,Bolivia
American Samoa,Bolivia
Indonesia,Bolivia
Denmark,Bolivia
Cambodia,Bolivia
Thailand,Bolivia
Portugal,Bolivia
South Africa,Bolivia
Dominican Republic,Bolivia
Switzerland,Bolivia
Qatar,Bolivia
Croatia,Bolivia
Cyprus,Bolivia
Middle SDI,Bolivia
Lebanon,Bolivia
Seychelles,Bolivia
Montenegro,Bolivia
Jordan,Bolivia
Antigua and Barbuda,Bolivia
Iran,Bolivia
Malta,Bolivia
Samoa,Bolivia
North Korea,Bolivia
Mexico,Bolivia
Azerbaijan,Bolivia
Bahamas,Bolivia
Panama,Bolivia
Bangladesh,Bolivia
Libya,Bolivia
Netherlands,Bolivia
Dominica,Bolivia
Hungary,Bolivia
United States Virgin Islands,Bolivia
Tropical Latin America,Bolivia
Southern Sub-Saharan Africa,Bolivia
New Zealand,Bolivia
Tunisia,Bolivia
Japan,Bolivia
Puerto Rico,Bolivia
Canada,Bolivia
Norway,Bolivia
Haiti,Bolivia
Myanmar,Bolivia
Trinidad and Tobago,Bolivia
Northern Mariana Islands,Bolivia
Venezuela,Bolivia
Southeast Asia,Bolivia
North Africa and Middle East,Bolivia
Saint Vincent and the Grenadines,Bolivia
Czechia,Bolivia
World,Bolivia
Fiji,Bolivia
Belize,Bolivia
Northern Ireland,Bolivia
Slovenia,Bolivia
Honduras,Bolivia
Ireland,Bolivia
Central Europe,Bolivia
Oman,Bolivia
Andean Latin America,Bolivia
Saint Lucia,Bolivia
Bosnia and Herzegovina,Bolivia
France,Bolivia
Syria,Bolivia
Greece,Bolivia
Guyana,Bolivia
Grenada,Bolivia
Uruguay,Bolivia
Brunei,Bolivia
Sudan,Bolivia
Southern Latin America,Bolivia
Taiwan,Bolivia
United Kingdom,Bolivia
North Macedonia,Bolivia
Oceania,Bolivia
High-income,Bolivia
Paraguay,Bolivia
Saudi Arabia,Bolivia
Wales,Bolivia
Suriname,Bolivia
Iceland,Bolivia
Luxembourg,Bolivia
Bermuda,Bolivia
Algeria,Bolivia
Central Latin America,Bolivia
Caribbean,Bolivia
Albania,Bosnia and Herzegovina
Bhutan,Bosnia and Herzegovina
North Korea,Bosnia and Herzegovina
Mexico,Bosnia and Herzegovina
Southern Latin America,Bosnia and Herzegovina
Tropical Latin America,Bosnia and Herzegovina
Turkey,Bosnia and Herzegovina
Belgium,Bosnia and Herzegovina
France,Bosnia and Herzegovina
Solomon Islands,Bosnia and Herzegovina
Yemen,Bosnia and Herzegovina
Japan,Bosnia and Herzegovina
Southeast Asia,Bosnia and Herzegovina
Kiribati,Bosnia and Herzegovina
Sudan,Bosnia and Herzegovina
United States Virgin Islands,Bosnia and Herzegovina
Greece,Bosnia and Herzegovina
Qatar,Bosnia and Herzegovina
Cambodia,Bosnia and Herzegovina
Belize,Bosnia and Herzegovina
Iceland,Bosnia and Herzegovina
Colombia,Bosnia and Herzegovina
Middle SDI,Bosnia and Herzegovina
Afghanistan,Bosnia and Herzegovina
United States,Bosnia and Herzegovina
Montenegro,Bosnia and Herzegovina
Jordan,Bosnia and Herzegovina
Northern Ireland,Bosnia and Herzegovina
Bahamas,Bosnia and Herzegovina
Grenada,Bosnia and Herzegovina
Italy,Bosnia and Herzegovina
High SDI,Bosnia and Herzegovina
Northern Mariana Islands,Bosnia and Herzegovina
High-income,Bosnia and Herzegovina
North America,Bosnia and Herzegovina
Australia,Bosnia and Herzegovina
Nicaragua,Bosnia and Herzegovina
Saudi Arabia,Bosnia and Herzegovina
Caribbean,Bosnia and Herzegovina
Serbia,Bosnia and Herzegovina
Tunisia,Bosnia and Herzegovina
Tonga,Bosnia and Herzegovina
United Kingdom,Bosnia and Herzegovina
Argentina,Bosnia and Herzegovina
Marshall Islands,Bosnia and Herzegovina
Poland,Bosnia and Herzegovina
Andean Latin America,Bosnia and Herzegovina
Ireland,Bosnia and Herzegovina
Romania,Bosnia and Herzegovina
High-income Asia Pacific,Bosnia and Herzegovina
North Macedonia,Bosnia and Herzegovina
Central Europe,Bosnia and Herzegovina
Luxembourg,Bosnia and Herzegovina
American Samoa,Bosnia and Herzegovina
Portugal,Bosnia and Herzegovina
Azerbaijan,Bosnia and Herzegovina
Czechia,Bosnia and Herzegovina
Syria,Bosnia and Herzegovina
Western Europe,Bosnia and Herzegovina
Austria,Bosnia and Herzegovina
Bermuda,Bosnia and Herzegovina
Nepal,Bosnia and Herzegovina
Oman,Bosnia and Herzegovina
Switzerland,Bosnia and Herzegovina
Trinidad and Tobago,Bosnia and Herzegovina
World,Bosnia and Herzegovina
Lebanon,Bosnia and Herzegovina
Scotland,Bosnia and Herzegovina
Libya,Bosnia and Herzegovina
Slovakia,Bosnia and Herzegovina
Malaysia,Bosnia and Herzegovina
Costa Rica,Bosnia and Herzegovina
Peru,Bosnia and Herzegovina
Philippines,Bosnia and Herzegovina
Suriname,Bosnia and Herzegovina
Panama,Bosnia and Herzegovina
South Korea,Bosnia and Herzegovina
Bahrain,Bosnia and Herzegovina
Saint Vincent and the Grenadines,Bosnia and Herzegovina
Namibia,Bosnia and Herzegovina
Hungary,Bosnia and Herzegovina
Barbados,Bosnia and Herzegovina
Thailand,Bosnia and Herzegovina
Dominica,Bosnia and Herzegovina
Paraguay,Bosnia and Herzegovina
Chile,Bosnia and Herzegovina
England,Bosnia and Herzegovina
Indonesia,Bosnia and Herzegovina
United Arab Emirates,Bosnia and Herzegovina
Venezuela,Bosnia and Herzegovina
Micronesia (country),Bosnia and Herzegovina
North Africa and Middle East,Bosnia and Herzegovina
South Africa,Bosnia and Herzegovina
Sweden,Bosnia and Herzegovina
Ecuador,Bosnia and Herzegovina
Cyprus,Bosnia and Herzegovina
Brunei,Bosnia and Herzegovina
Wales,Bosnia and Herzegovina
Taiwan,Bosnia and Herzegovina
Egypt,Bosnia and Herzegovina
Netherlands,Bosnia and Herzegovina
Slovenia,Bosnia and Herzegovina
Samoa,Bosnia and Herzegovina
Palestine,Bosnia and Herzegovina
High-middle SDI,Bosnia and Herzegovina
Jamaica,Bosnia and Herzegovina
Norway,Bosnia and Herzegovina
Australasia,Bosnia and Herzegovina
Antigua and Barbuda,Bosnia and Herzegovina
Bolivia,Bosnia and Herzegovina
Algeria,Bosnia and Herzegovina
Saint Lucia,Bosnia and Herzegovina
Southern Sub-Saharan Africa,Bosnia and Herzegovina
Dominican Republic,Bosnia and Herzegovina
Malawi,Bosnia and Herzegovina
Oceania,Bosnia and Herzegovina
Fiji,Bosnia and Herzegovina
Andorra,Bosnia and Herzegovina
Guyana,Bosnia and Herzegovina
Germany,Bosnia and Herzegovina
Bulgaria,Bosnia and Herzegovina
Kuwait,Bosnia and Herzegovina
Honduras,Bosnia and Herzegovina
Denmark,Bosnia and Herzegovina
Latin America and Caribbean,Bosnia and Herzegovina
Canada,Bosnia and Herzegovina
Haiti,Bosnia and Herzegovina
Zambia,Bosnia and Herzegovina
Comoros,Bosnia and Herzegovina
Iran,Bosnia and Herzegovina
Uruguay,Bosnia and Herzegovina
Cuba,Bosnia and Herzegovina
Spain,Bosnia and Herzegovina
Seychelles,Bosnia and Herzegovina
New Zealand,Bosnia and Herzegovina
Vanuatu,Bosnia and Herzegovina
Malta,Bosnia and Herzegovina
Bangladesh,Bosnia and Herzegovina
Croatia,Bosnia and Herzegovina
Pakistan,Bosnia and Herzegovina
Iraq,Bosnia and Herzegovina
Puerto Rico,Bosnia and Herzegovina
Myanmar,Bosnia and Herzegovina
Central Latin America,Bosnia and Herzegovina
Brazil,Bosnia and Herzegovina
Laos,Bosnia and Herzegovina
Equatorial Guinea,Botswana
Ethiopia,Botswana
Gambia,Botswana
Turkmenistan,Botswana
Chad,Botswana
Mozambique,Botswana
Israel,Botswana
South Asia,Botswana
China,Botswana
Madagascar,Botswana
Vietnam,Botswana
Southeast Asia East Asia and Oceania,Botswana
Morocco,Botswana
Benin,Botswana
Timor,Botswana
Democratic Republic of Congo,Botswana
Papua New Guinea,Botswana
Central Europe Eastern Europe and Central Asia,Botswana
Kazakhstan,Botswana
South Sudan,Botswana
Georgia,Botswana
Sierra Leone,Botswana
Togo,Botswana
Mongolia,Botswana
Nigeria,Botswana
Liberia,Botswana
Sao Tome and Principe,Botswana
Cote d'Ivoire,Botswana
Lesotho,Botswana
Mali,Botswana
Low SDI,Botswana
Tanzania,Botswana
Estonia,Botswana
Sub-Saharan Africa,Botswana
Zimbabwe,Botswana
Cameroon,Botswana
Central African Republic,Botswana
Low-middle SDI,Botswana
Singapore,Botswana
Congo,Botswana
Guatemala,Botswana
Guinea-Bissau,Botswana
Central Sub-Saharan Africa,Botswana
Eswatini,Botswana
Moldova,Botswana
Senegal,Botswana
Sri Lanka,Botswana
Mauritania,Botswana
Guam,Botswana
Burkina Faso,Botswana
Cape Verde,Botswana
Djibouti,Botswana
Guinea,Botswana
Finland,Botswana
